Country_code;Year_decision;Country;Country_short;Region;Income_group;Year_first_decision;Year_target;Year_latest_target;Target_minimum;Target_maximum;Target_average;Unit;Target_type;RE_technology;Target_consistent;Miscellaneous;Source;Note.changes;added_in_version;change_reason;status;status_changed_in_version
BLR;2014;Belarus;Belarus;Europe & Central Asia;Upper middle income;2014;2020;2035;NA;32;32;Percent;Final energy;All technologies;32;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2015_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
BLR;2023;Belarus;Belarus;Europe & Central Asia;Upper middle income;2014;2035;2035;NA;9;9;Percent;Final energy;All technologies;9;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2024_GlobalOverview_Full_Report_with_endnotes_web.pdf;;V3;New non-EU-27 observation added in V3;active;V3
BLZ;2013;Belize;Belize;Latin America & Caribbean;Upper middle income;2013;NA;2030;NA;50;50;Percent;Electricity;All technologies;50;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2014_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
BLZ;2015;Belize;Belize;Latin America & Caribbean;Upper middle income;2013;2017;2030;NA;85;85;Percent;Electricity;All technologies;85;;https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf;;V3;New non-EU-27 observation added in V3;active;V3
BLZ;2018;Belize;Belize;Latin America & Caribbean;Upper middle income;2013;2030;2030;NA;85;85;Percent;Electricity;All technologies;85;;https://www.ren21.net/wp-content/uploads/2019/05/gsr_2019_full_report_en.pdf;;V3;New non-EU-27 observation added in V3;active;V3
BLZ;2021;Belize;Belize;Latin America & Caribbean;Upper middle income;2013;2030;2030;NA;75;75;Percent;Electricity;All technologies;75;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
BOL;2015;Bolivia (Plurinational State of);Bolivia;Latin America & Caribbean;Lower middle income;2015;2030;2030;NA;79;79;Percent;Electricity;All technologies;79;;https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf;;V3;New non-EU-27 observation added in V3;active;V3
BOL;2022;Bolivia (Plurinational State of);Bolivia;Latin America & Caribbean;Lower middle income;2015;2025;2030;NA;80;80;Percent;Electricity;All technologies;80;;https://www.ren21.net/wp-content/uploads/2019/05/GSR-2023_Energy-Supply-Module.pdf;;V3;New non-EU-27 observation added in V3;active;V3
BRA;2009;Brazil;Brazil;Latin America & Caribbean;Upper middle income;2009;2020;2030;NA;75;75;Percent;Electricity;All technologies;75;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2010_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
BRA;2015;Brazil;Brazil;Latin America & Caribbean;Upper middle income;2015;2030;2030;NA;45;45;Percent;Final energy;All technologies;45;;https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf;;V3;New non-EU-27 observation added in V3;active;V3
BRA;2015;Brazil;Brazil;Latin America & Caribbean;Upper middle income;2009;2030;2030;NA;23;23;Percent;Electricity;All technologies except hydro;84.89;;https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf;right;V3;New non-EU-27 observation added in V3;active;V3
BRA;2022;Brazil;Brazil;Latin America & Caribbean;Upper middle income;2009;2030;2030;NA;45;45;Percent;Electricity;All technologies;45;;https://www.ren21.net/wp-content/uploads/2019/05/GSR-2023_Energy-Supply-Module.pdf;;V3;New non-EU-27 observation added in V3;active;V3
BRB;2012;Barbados;Barbados;Latin America & Caribbean;High income;2012;2029;2050;NA;29;29;Percent;Electricity;All technologies;29;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
BRB;2015;Barbados;Barbados;Latin America & Caribbean;High income;2012;2030;2050;NA;65;65;Percent;Electricity;All technologies;65;;https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf;;V3;New non-EU-27 observation added in V3;active;V3
BRB;2016;Barbados;Barbados;Latin America & Caribbean;High income;2012;2050;2050;NA;100;100;Percent;Electricity;All technologies;100;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2017_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
BRB;2022;Barbados;Barbados;Latin America & Caribbean;High income;2022;2050;2050;NA;100;100;Percent;Final energy;All technologies;100;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2023_GlobalOverview_Full_Report_with_endnotes_web.pdf;;V3;New non-EU-27 observation added in V3;active;V3
BRB;2023;Barbados;Barbados;Latin America & Caribbean;High income;2022;2030;2050;NA;100;100;Percent;Final energy;All technologies;100;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2024_GlobalOverview_Full_Report_with_endnotes_web.pdf;;V3;New non-EU-27 observation added in V3;active;V3
BRN;2014;Brunei Darussalam;Brunei Darussalam;East Asia & Pacific;High income;2014;2035;2035;NA;10;10;Percent;Electricity;All technologies;10;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2015_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
BRN;2018;Brunei Darussalam;Brunei Darussalam;East Asia & Pacific;High income;2018;2035;2035;NA;10;10;Percent;Final energy;All technologies;10;;https://www.ren21.net/wp-content/uploads/2019/05/gsr_2019_full_report_en.pdf;;V3;New non-EU-27 observation added in V3;active;V3
BRN;2022;Brunei Darussalam;Brunei Darussalam;East Asia & Pacific;High income;2014;2035;2035;NA;30;30;Percent;Electricity;All technologies;30;;https://www.ren21.net/wp-content/uploads/2019/05/GSR-2023_Energy-Supply-Module.pdf;;V3;New non-EU-27 observation added in V3;active;V3
BTN;2016;Bhutan;Bhutan;South Asia;Lower middle income;2016;2050;2050;NA;100;100;Percent;Electricity;All technologies;100;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2017_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
BTN;2020;Bhutan;Bhutan;South Asia;Lower middle income;2020;2050;2050;NA;100;100;Percent;Final energy;All technologies;100;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
BWA;2010;Botswana;Botswana;Sub-Saharan Africa;Upper middle income;2010;2016;2036;NA;1;1;Percent;Final energy;All technologies;1;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2011_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
BWA;2023;Botswana;Botswana;Sub-Saharan Africa;Upper middle income;2010;2036;2036;NA;50;50;Percent;Final energy;All technologies;50;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2024_GlobalOverview_Full_Report_with_endnotes_web.pdf;;V3;New non-EU-27 observation added in V3;active;V3
CAN;2020;Canada;Canada;North America;High income;2020;2020;2030;NA;71;71;Percent;Electricity;All technologies except hydro;130.11;;https://www.ren21.net/wp-content/uploads/2019/05/gsr_2020_full_report_en.pdf;not sure where the target comes from;V3;New non-EU-27 observation added in V3;active;V3
CAN;2024;Canada;Canada;North America;High income;2020;2030;2030;NA;90;90;Percent;Electricity;All technologies;90;;https://www.canada.ca/en/employment-social-development/programs/agenda-2030/afforadable-clean-energy.html;;V3;New non-EU-27 observation added in V3;active;V3
CHE;2021;Switzerland;Switzerland;Europe & Central Asia;High income;2021;2026;2026;NA;100;100;Percent;Electricity;All technologies;100;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
CHL;2010;Chile;Chile;Latin America & Caribbean;High income;2010;2020;2050;NA;8;8;Percent;Electricity;All technologies except hydro;43.92;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2011_Full-Report_English.pdf;right;V3;New non-EU-27 observation added in V3;active;V3
CHL;2011;Chile;Chile;Latin America & Caribbean;High income;2010;2020;2050;NA;10;10;Percent;Electricity;All technologies except hydro;41.9;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2012_Full-Report_English.pdf;right;V3;New non-EU-27 observation added in V3;active;V3
CHL;2013;Chile;Chile;Latin America & Caribbean;High income;2010;2025;2050;NA;20;20;Percent;Electricity;All technologies except large hydro;47.02;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2014_Full-Report_English.pdf;right;V3;New non-EU-27 observation added in V3;active;V3
CHL;2019;Chile;Chile;Latin America & Caribbean;High income;2019;2024;2030;NA;20;20;Percent;Final energy;All technologies;20;;https://www.ren21.net/wp-content/uploads/2019/05/gsr_2020_full_report_en.pdf;;V3;New non-EU-27 observation added in V3;active;V3
CHL;2019;Chile;Chile;Latin America & Caribbean;High income;2010;2030;2050;NA;70;70;Percent;Electricity;All technologies;70;;https://www.ren21.net/wp-content/uploads/2019/05/gsr_2020_full_report_en.pdf;;V3;New non-EU-27 observation added in V3;active;V3
CHL;2022;Chile;Chile;Latin America & Caribbean;High income;2010;2030;2050;NA;80;80;Percent;Electricity;All technologies;80;;https://practiceguides.chambers.com/practice-guides/renewable-energy-2024/chile/trends-and-developments/O18445#:~:text=achieving%20100%%20zero%2Demission%20energy%20in%20electricity%20generation,and%2080%%20in%20renewable%20energy%20by%202030;;V3;New non-EU-27 observation added in V3;active;V3
CHL;2022;Chile;Chile;Latin America & Caribbean;High income;2010;2050;2050;NA;100;100;Percent;Electricity;All technologies;100;;https://practiceguides.chambers.com/practice-guides/renewable-energy-2024/chile/trends-and-developments/O18445#:~:text=achieving%20100%%20zero%2Demission%20energy%20in%20electricity%20generation,and%2080%%20in%20renewable%20energy%20by%202030;;V3;New non-EU-27 observation added in V3;active;V3
CHL;2023;Chile;Chile;Latin America & Caribbean;High income;2019;2030;2030;NA;70;70;Percent;Final energy;All technologies;70;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2024_GlobalOverview_Full_Report_with_endnotes_web.pdf;;V3;New non-EU-27 observation added in V3;active;V3
CHN;2009;China;China;East Asia & Pacific;Upper middle income;2009;2020;2030;NA;15;15;Percent;Final energy;All technologies;15;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2010_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
CHN;2010;China;China;East Asia & Pacific;Upper middle income;2010;2020;2030;NA;3;3;Percent;Electricity;All technologies;3;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2011_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
CHN;2011;China;China;East Asia & Pacific;Upper middle income;2009;2015;2030;NA;11;11;Percent;Final energy;All technologies;11;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2012_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
CHN;2012;China;China;East Asia & Pacific;Upper middle income;2009;2015;2030;NA;10;10;Percent;Final energy;All technologies;10;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
CHN;2014;China;China;East Asia & Pacific;Upper middle income;2009;2017;2030;NA;13;13;Percent;Final energy;All technologies;13;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2015_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
CHN;2015;China;China;East Asia & Pacific;Upper middle income;2009;2030;2030;NA;20;20;Percent;Final energy;All technologies;20;;https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf;;V3;New non-EU-27 observation added in V3;active;V3
CHN;2017;China;China;East Asia & Pacific;Upper middle income;2010;2020;2030;NA;27;27;Percent;Electricity;All technologies;27;;https://www.ren21.net/wp-content/uploads/2019/08/Full-Report-2018.pdf;;V3;New non-EU-27 observation added in V3;active;V3
CHN;2018;China;China;East Asia & Pacific;Upper middle income;2010;2030;2030;NA;35;35;Percent;Electricity;All technologies;35;;https://www.ren21.net/wp-content/uploads/2019/05/gsr_2019_full_report_en.pdf;;V3;New non-EU-27 observation added in V3;active;V3
CHN;2020;China;China;East Asia & Pacific;Upper middle income;2010;2020;2030;NA;28;28;Percent;Electricity;All technologies;28;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
CHN;2021;China;China;East Asia & Pacific;Upper middle income;2010;2025;2030;NA;50;50;Percent;Electricity;All technologies;50;;https://www.solarpaces.org/chinas-51-renewable-energy-target-was-achieved-early/;;V3;New non-EU-27 observation added in V3;active;V3
CHN;2021;China;China;East Asia & Pacific;Upper middle income;2010;2030;2030;NA;40;40;Percent;Electricity;All technologies;40;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
CHN;2022;China;China;East Asia & Pacific;Upper middle income;2010;2030;2030;NA;26;26;Percent;Electricity;All technologies;26;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2023_GlobalOverview_Full_Report_with_endnotes_web.pdf;;V3;New non-EU-27 observation added in V3;active;V3
CIV;2015;Cote d'Ivoire;Cote d'Ivoire;Sub-Saharan Africa;Lower middle income;2015;2020;2030;NA;42;42;Percent;Electricity;All technologies;42;;https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf;;V3;New non-EU-27 observation added in V3;active;V3
CIV;2020;Cote d'Ivoire;Cote d'Ivoire;Sub-Saharan Africa;Lower middle income;2015;2020;2030;NA;15;15;Percent;Electricity;All technologies;15;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
CIV;2021;Cote d'Ivoire;Cote d'Ivoire;Sub-Saharan Africa;Lower middle income;2015;2030;2030;NA;34;34;Percent;Electricity;All technologies;34;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
CIV;2023;Cote d'Ivoire;Cote d'Ivoire;Sub-Saharan Africa;Lower middle income;2023;2030;2030;NA;16;16;Percent;Final energy;All technologies;16;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2024_GlobalOverview_Full_Report_with_endnotes_web.pdf;;V3;New non-EU-27 observation added in V3;active;V3
CMR;2009;Cameroon;Cameroon;Sub-Saharan Africa;Lower middle income;2009;2020;2030;NA;80;80;Percent;Electricity;All technologies;80;;https://www.ren21.net/Portals/0/documents/activities/gsr/REN21_GSR_2010_full_revised%20Sept2010.pdf;;V3;New non-EU-27 observation added in V3;active;V3
CMR;2009;Cameroon;Cameroon;Sub-Saharan Africa;Lower middle income;2009;2015;2030;NA;50;50;Percent;Electricity;All technologies;50;;https://www.ren21.net/Portals/0/documents/activities/gsr/REN21_GSR_2010_full_revised%20Sept2010.pdf;;V3;New non-EU-27 observation added in V3;active;V3
CMR;2021;Cameroon;Cameroon;Sub-Saharan Africa;Lower middle income;2009;2030;2030;NA;19;19;Percent;Electricity;All technologies;19;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
CMR;2023;Cameroon;Cameroon;Sub-Saharan Africa;Lower middle income;2023;2035;2035;NA;25;25;Percent;Final energy;All technologies;25;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2024_GlobalOverview_Full_Report_with_endnotes_web.pdf;;V3;New non-EU-27 observation added in V3;active;V3
COD;2017;Congo (Democratic Republic of the);Congo, Dem Rep;Sub-Saharan Africa;Low income;2017;2050;2050;NA;100;100;Percent;Electricity;All technologies;100;;https://www.ren21.net/wp-content/uploads/2019/08/Full-Report-2018.pdf;;V3;New non-EU-27 observation added in V3;active;V3
COD;2022;Congo (Democratic Republic of the);Congo, Dem Rep;Sub-Saharan Africa;Low income;2022;2050;2050;NA;100;100;Percent;Final energy;All technologies;100;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2023_GlobalOverview_Full_Report_with_endnotes_web.pdf;;V3;New non-EU-27 observation added in V3;active;V3
COG;2015;Congo;Congo, Rep.;Sub-Saharan Africa;Lower middle income;2015;2025;2025;NA;85;85;Percent;Electricity;All technologies;85;;https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf;;V3;New non-EU-27 observation added in V3;active;V3
COG;2020;Congo;Congo, Rep.;Sub-Saharan Africa;Lower middle income;2020;2050;2050;NA;100;100;Percent;Final energy;All technologies;100;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
COL;2011;Colombia;Colombia;Latin America & Caribbean;Upper middle income;2011;2020;2050;NA;7;7;Percent;Electricity;All technologies;7;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2010_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
COL;2012;Colombia;Colombia;Latin America & Caribbean;Upper middle income;2011;2020;2050;NA;37;37;Percent;Electricity;All technologies;37;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
COL;2012;Colombia;Colombia;Latin America & Caribbean;Upper middle income;2011;2015;2050;NA;24;24;Percent;Electricity;All technologies;24;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
COL;2016;Colombia;Colombia;Latin America & Caribbean;Upper middle income;2011;2050;2050;NA;100;100;Percent;Electricity;All technologies;100;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2017_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
COL;2019;Colombia;Colombia;Latin America & Caribbean;Upper middle income;2011;2030;2050;NA;70;70;Percent;Electricity;All technologies;70;;https://www.ren21.net/wp-content/uploads/2019/05/gsr_2020_full_report_en.pdf;;V3;New non-EU-27 observation added in V3;active;V3
COL;2020;Colombia;Colombia;Latin America & Caribbean;Upper middle income;2011;2020;2050;NA;77;77;Percent;Electricity;All technologies;77;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
COL;2023;Colombia;Colombia;Latin America & Caribbean;Upper middle income;2023;2030;2030;NA;70;70;Percent;Final energy;All technologies;70;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2024_GlobalOverview_Full_Report_with_endnotes_web.pdf;;V3;New non-EU-27 observation added in V3;active;V3
COM;2015;Comoros;Comoros;Sub-Saharan Africa;Lower middle income;2015;2030;2050;NA;43;43;Percent;Electricity;All technologies;43;;https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf;;V3;New non-EU-27 observation added in V3;active;V3
COM;2016;Comoros;Comoros;Sub-Saharan Africa;Lower middle income;2015;2050;2050;NA;100;100;Percent;Electricity;All technologies;100;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2017_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
COM;2020;Comoros;Comoros;Sub-Saharan Africa;Lower middle income;2020;2050;2050;NA;100;100;Percent;Final energy;All technologies;100;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
CPV;2009;Cape Verde;Cape Verde;Sub-Saharan Africa;Lower middle income;2009;2020;2035;NA;50;50;Percent;Electricity;All technologies;50;;https://www.ren21.net/Portals/0/documents/activities/gsr/REN21_GSR_2010_full_revised%20Sept2010.pdf;;V3;New non-EU-27 observation added in V3;active;V3
CPV;2015;Cape Verde;Cape Verde;Sub-Saharan Africa;Lower middle income;2009;2035;2035;NA;100;100;Percent;Electricity;All technologies;100;;https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf;;V3;New non-EU-27 observation added in V3;active;V3
CPV;2016;Cape Verde;Cape Verde;Sub-Saharan Africa;Lower middle income;2009;2020;2035;NA;100;100;Percent;Electricity;All technologies;100;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2017_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
CPV;2017;Cape Verde;Cape Verde;Sub-Saharan Africa;Lower middle income;2009;2025;2035;NA;100;100;Percent;Electricity;All technologies;100;;https://www.ren21.net/wp-content/uploads/2019/08/Full-Report-2018.pdf;;V3;New non-EU-27 observation added in V3;active;V3
CPV;2022;Cape Verde;Cape Verde;Sub-Saharan Africa;Lower middle income;2009;2030;2035;NA;50;50;Percent;Electricity;All technologies;50;;https://www.ren21.net/wp-content/uploads/2019/05/GSR-2023_Energy-Supply-Module.pdf;;V3;New non-EU-27 observation added in V3;active;V3
CPV;2023;Cape Verde;Cape Verde;Sub-Saharan Africa;Lower middle income;2023;2030;2030;NA;50;50;Percent;Final energy;All technologies;50;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2024_GlobalOverview_Full_Report_with_endnotes_web.pdf;;V3;New non-EU-27 observation added in V3;active;V3
CRI;2011;Costa Rica;Costa Rica;Latin America & Caribbean;Upper middle income;2011;2021;2030;NA;100;100;Percent;Electricity;All technologies;100;;https://www.ren21.net/Portals/0/documents/activities/gsr/GSR2012.pdf;;V3;New non-EU-27 observation added in V3;active;V3
